PersonID,Age,OccupationStatus,OccupationStatus_OS,Employed,Unemployed,Homemaker,Student,Retired,Disabled,OtherOcc,MultiOcc,ActiveDutyArmedForces,ReceivedCareVA,MaritalStatus,Education,BornInUSA,YearCameToUSA,SpeakEnglish,NotHisp,Mexican,PuertoRican,Cuban,OthHisp,Hisp_Cat,White,Black,AmerInd,AsInd,Chinese,Filipino,Japanese,Korean,Vietnamese,OthAsian,Hawaiian,Guamanian,Samoan,OthPacIsl,Race_Cat2,SexualOrientation,SexualOrientation_OS,TotalHousehold,R_HHAdults,HHAdults_Num,SelfGender,SelfAge,SelfMOB,HHAdultGender2,HHAdultAge2,HHAdultMOB2,HHAdultGender3,HHAdultAge3,HHAdultMOB3,HHAdultGender4,HHAdultAge4,HHAdultMOB4,HHAdultGender5,HHAdultAge5,HHAdultMOB5,ChildrenInHH,RentOrOwn,CellPhone,PhoneInHome,IncomeRanges,MailSurveyTime_Min,MailSurveyTime_Hrs,TypeOfAddressA,TypeOfAddressB,TypeOfAddressC,TypeOfAddressD
60001514-01,63,3,-1,2,2,1,2,2,2,2,1,5,-1,1,2,1,-1,1,1,2,2,2,2,10,1,2,1,2,2,2,2,2,2,2,2,2,2,2,16,1,-1,2,2,2,2,63,9,1,69,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,8,40,-1,1,2,2,2
60001515-01,35,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,35,10,2,33,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,15,-1,1,2,2,2
60001523-02,48,6,-1,2,2,2,2,2,1,2,1,5,-1,3,2,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,48,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,1,20,-1,1,2,2,2
60001524-02,56,1,-1,1,2,2,2,2,2,2,1,3,3,3,5,1,-1,1,1,2,2,2,2,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,-1,1,1,1,1,56,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,5,10,-1,1,2,2,2
60001525-02,31,1,-1,1,2,2,2,2,2,2,1,5,-1,6,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,2,-1,3,3,3,1,32,5,1,60,1,1,58,10,-1,-1,-1,-1,-1,-1,0,2,1,2,7,15,-1,1,2,2,2
60001530-01,73,5,-1,2,2,2,2,1,2,2,1,-9,2,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,73,2,1,73,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,-1,1,1,2,2,2
60001547-01,35,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,35,3,2,46,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,1,7,15,-1,1,2,2,2
60001548-01,61,1,-1,1,2,2,2,2,2,2,1,5,-2,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,3,3,2,61,12,1,62,12,1,28,12,-1,-1,-1,-1,-1,-1,0,2,1,1,7,15,-1,1,2,2,2
60001549-01,37,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,37,10,1,43,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,8,10,-1,1,2,2,2
60001560-03,52,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,5,4,4,1,24,6,1,21,5,2,51,3,-1,-1,-1,-1,-1,-1,1,1,1,1,8,-1,1,1,2,2,2
60001562-02,49,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,3,3,2,49,8,1,52,5,1,22,1,-1,-1,-1,-1,-1,-1,1,2,1,2,7,45,-1,-9,-9,-9,-9
60001564-01,52,1,-1,1,2,2,2,2,2,2,1,5,-1,3,4,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,52,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,4,20,-1,1,2,2,2
60001566-01,89,5,-1,2,2,2,2,1,2,2,1,-9,-6,4,3,1,-1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,1,1,1,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,-9,1,1,4,-9,-9,1,2,2,2
60001567-02,30,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,-1,4,2,2,2,30,3,1,38,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,7,15,-1,1,2,2,2
60001568-01,54,1,-1,1,2,2,2,2,2,2,1,5,-2,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,5,3,3,1,54,4,2,50,12,1,18,5,-1,-1,-1,-1,-1,-1,2,1,1,1,8,20,-1,1,2,2,2
60001570-01,72,5,-1,2,2,2,2,1,2,2,1,3,3,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,71,3,2,72,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,30,-1,1,2,2,2
60001573-01,62,1,-1,1,2,2,2,2,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,5,4,4,1,62,7,2,56,3,1,27,8,1,-4,6,2,84,4,1,1,1,1,9,35,-1,1,2,2,2
60001574-01,80,1,-1,1,2,2,2,2,2,2,1,5,-2,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,61,1,1,51,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,20,-1,1,2,2,2
60001575-01,60,1,-1,1,2,2,2,2,2,2,1,5,-1,1,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,3,3,2,60,1,1,62,10,1,21,10,-1,-1,-1,-1,-1,-1,0,1,1,1,5,20,-1,1,2,1,2
60001577-01,74,5,-1,2,2,2,2,1,2,2,1,5,-2,3,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,74,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,6,45,-1,1,2,2,2
60001580-03,63,1,-1,1,2,2,2,2,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,63,4,1,66,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,6,20,-1,1,2,2,2
60001584-01,38,1,-1,1,2,2,2,2,2,2,1,5,-2,1,7,2,1991,1,1,2,2,2,2,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,-1,2,2,2,2,-9,-9,1,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,9,10,-1,1,2,2,2
60001585-01,37,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,5,2,2,2,37,-9,1,37,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,8,20,-1,1,2,2,2
60001588-03,60,6,-1,2,2,2,2,2,1,2,1,5,-1,1,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,60,11,1,61,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,8,45,-1,1,2,2,2
60001589-01,64,1,-1,1,2,2,2,2,2,2,1,5,-1,3,3,1,-1,1,-9,-9,-9,-9,-9,-9,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,-1,1,1,1,2,64,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,4,45,-1,2,2,1,2
60001590-01,38,1,-1,1,2,2,2,2,2,2,1,3,3,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,38,2,1,40,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,8,25,-1,1,2,2,2
60001593-01,65,3,-1,2,2,1,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,65,8,1,65,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,45,-1,1,2,2,2
60001603-01,48,1,-1,1,2,2,2,2,2,2,1,5,-1,1,4,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,3,3,1,48,6,2,47,7,1,21,8,-1,-1,-1,-1,-1,-1,0,1,1,2,7,20,-1,1,2,2,2
60001606-02,58,-5,CAREGIVER,1,2,2,2,2,2,1,2,5,-2,3,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,58,5,2,83,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-9,15,-1,1,2,2,2
60001607-01,54,-5,-1,2,1,2,2,2,1,2,2,5,-2,-5,3,2,1962,1,1,2,2,2,2,10,1,1,1,2,2,2,2,2,2,2,2,2,2,2,16,1,-1,1,1,1,1,54,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,1,45,-1,1,2,2,2
60001609-01,52,1,-1,1,2,2,2,2,2,2,1,5,-1,3,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,5,2,2,1,52,8,2,42,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,2,7,40,-1,1,2,2,2
60001610-01,80,5,-1,2,2,2,2,1,2,2,1,3,3,1,4,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,3,3,1,80,12,2,80,3,2,54,1,-1,-1,-1,-1,-1,-1,0,1,1,1,7,22,-1,2,2,1,2
60001611-01,71,5,-1,2,2,2,2,1,2,2,1,5,-1,4,4,1,-1,1,-9,-9,-9,-9,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,71,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,5,35,-1,1,2,2,2
60001612-01,50,6,-1,2,2,2,2,2,1,2,1,5,-1,5,5,1,-1,-5,2,2,2,2,1,24,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-1,2,2,2,1,50,8,2,30,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,1,1,-1,2,1,2,2,2
60001616-01,49,1,-1,1,2,2,2,2,2,2,1,5,-2,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,2,2,1,49,5,2,49,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,9,15,-1,1,2,2,2
60001620-01,35,1,-1,1,2,2,2,2,2,2,1,5,-2,1,4,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,5,2,2,2,35,1,1,41,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,6,10,0,1,2,2,2
60001624-01,53,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,2,1993,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,53,4,2,52,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,1,9,45,-1,1,2,2,2
60001625-01,54,3,-1,2,2,1,2,2,2,2,1,5,-2,1,4,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,54,2,1,55,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,9,15,-1,1,2,2,2
60001627-01,49,1,-1,1,2,2,2,2,2,2,1,5,-1,2,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,49,4,2,48,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,8,30,-1,1,2,2,2
60001631-01,75,5,-1,2,2,2,2,1,2,2,1,5,-1,6,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,-9,75,5,2,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,10,-1,2,2,1,2
60001637-01,44,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,2,2011,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,2,2,2,44,9,1,46,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,6,10,-1,1,2,2,2
60001640-01,76,-5,-1,2,2,2,2,1,1,2,2,4,-2,1,2,2,1959,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,-9,-6,2,2,2,2,84,8,1,83,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,1,2,1,3,25,1,1,2,2,2
60001642-01,56,1,-1,1,2,2,2,2,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,3,3,2,56,3,1,74,6,2,94,9,-1,-1,-1,-1,-1,-1,0,1,1,1,8,23,-1,1,2,2,2
60001644-01,46,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,2,2007,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,2,2,1,46,8,2,47,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,9,25,-1,1,2,2,2
60001645-02,74,5,-1,2,2,2,2,1,2,2,1,5,-2,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,74,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,5,20,0,1,2,2,2
60001652-03,73,5,-1,2,2,2,2,1,2,2,1,5,-1,1,3,1,-1,2,-9,-9,-9,-9,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,-9,-6,2,2,2,1,73,8,2,-9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-9,20,-1,2,1,2,2
60001665-01,46,6,-1,2,2,2,2,2,1,2,1,3,1,6,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,46,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,6,7,1,1,2,1,2
60001671-03,68,5,-1,2,2,2,2,1,2,2,1,5,-2,1,6,1,-1,1,2,2,1,2,2,22,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-1,3,3,3,2,63,6,2,30,-9,1,68,-9,-1,-1,-1,-1,-1,-1,0,1,1,1,7,20,-1,1,2,2,2
60001680-01,58,1,-1,1,2,2,2,2,2,2,1,5,-2,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,58,6,1,57,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,10,-1,1,2,2,2
60001681-03,77,3,-1,2,2,1,2,2,2,2,1,5,-2,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,77,-9,1,83,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,1,1,1,3,20,-1,1,2,2,2
60001682-01,75,5,-1,2,2,2,2,1,2,2,1,5,-2,3,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,75,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,30,-1,1,2,2,2
60001683-01,65,-5,-1,2,2,2,2,1,1,2,2,5,-1,1,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,65,9,2,55,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,20,0,1,2,2,2
60001691-01,59,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,59,2,1,54,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,15,-1,1,2,2,2
60001698-02,90,5,-1,2,2,2,2,1,2,2,1,5,-1,4,7,1,-1,-9,-9,-9,-9,-9,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,-9,1,1,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,-9,-9,1,8,10,-1,2,1,2,2
60001699-01,38,1,-1,1,2,2,2,2,2,2,1,5,-1,6,5,1,-1,2,2,2,1,2,2,22,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,2,2,2,38,4,1,43,3,2,-4,2,2,-4,7,-1,-1,-1,2,2,1,2,5,35,-1,1,2,2,2
60001705-01,71,1,-1,1,2,2,2,2,2,2,1,5,-1,3,3,2,1973,2,1,2,2,2,2,10,2,2,2,2,2,2,2,1,2,2,2,2,2,2,35,1,-1,1,1,1,2,71,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,4,-1,1,1,2,2,2
60001709-01,84,5,-1,2,2,2,2,1,2,2,1,3,3,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,81,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,1,1,1,5,-1,1,2,2,1,2
60001712-02,70,5,-1,2,2,2,2,1,2,2,1,3,3,6,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,70,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,2,1,1,6,20,-1,1,2,2,2
60001719-02,58,1,-1,1,2,2,2,2,2,2,1,5,-2,6,6,1,-1,1,1,2,2,2,2,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,-1,2,2,2,2,58,3,1,58,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,1,5,-1,1,1,2,2,2
60001721-01,75,5,-1,2,2,2,2,1,2,2,1,5,-1,1,6,1,-1,1,-9,-9,-9,-9,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,75,3,1,81,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-9,-1,1,1,2,2,2
60001723-01,-9,-9,-6,-9,-9,-9,-9,-9,-9,-9,0,5,-2,6,4,1,-1,2,-9,-9,-9,-9,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,-9,-9,2,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,-9,2,1,-9,-9,-9,2,2,1,2
60001733-01,62,6,-1,2,2,2,2,2,1,2,1,5,-1,1,3,1,-1,1,1,2,2,2,2,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,-1,2,2,2,1,62,3,2,55,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,30,-1,1,2,2,2
60001735-02,48,2,-1,2,1,2,2,2,2,2,1,5,-1,1,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,2,2,1,48,5,2,35,7,2,-9,-9,-1,-1,-1,-1,-1,-1,1,1,1,1,6,15,-1,1,2,2,2
60001738-02,83,5,-1,2,2,2,2,1,2,2,1,5,-2,1,1,1,-1,2,-9,-9,-9,-9,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,-9,-6,1,1,1,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60001744-01,75,5,-1,2,2,2,2,1,2,2,1,3,3,1,6,1,-1,1,2,2,2,2,1,24,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,2,2,1,75,10,2,70,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,25,-1,1,2,2,2
60001753-01,70,5,-1,2,2,2,2,1,2,2,1,5,-1,3,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,5,3,3,2,70,2,2,42,8,1,43,4,-1,-1,-1,-1,-1,-1,2,1,1,1,1,45,-1,1,2,2,2
60001754-01,56,1,-1,1,2,2,2,2,2,2,1,5,-1,5,7,2,1990,2,1,2,2,2,2,10,2,2,2,2,1,2,2,2,2,2,2,2,2,2,32,1,-1,1,1,1,2,56,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,7,25,-1,1,2,2,2
60001756-01,57,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,57,7,2,63,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,45,-1,1,2,2,2
60001762-01,63,5,-1,2,2,2,2,1,2,2,1,5,-2,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,63,5,1,72,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,25,-1,1,2,2,2
60001770-01,72,5,-1,2,2,2,2,1,2,2,1,5,-1,3,5,2,1970,1,1,2,2,2,2,10,2,2,2,2,2,2,2,1,2,2,2,2,2,2,35,1,-1,1,1,1,2,72,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,45,-1,1,2,2,2
60001771-03,57,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,2,1985,1,1,2,2,2,2,10,2,2,2,1,2,2,2,2,2,2,2,2,2,2,31,-9,-6,4,4,4,2,57,10,1,62,10,1,29,9,2,27,7,-1,-1,-1,2,2,2,1,6,30,-1,1,2,2,2
60001772-03,67,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,2,2,1,67,-9,2,67,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,8,35,-1,1,2,2,2
60001776-01,35,1,-1,1,2,2,2,2,2,2,1,3,3,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,2,2,1,35,9,2,39,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,8,30,-1,1,2,2,2
60001784-01,72,5,-1,2,2,2,2,1,2,2,1,5,-1,1,4,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,72,7,1,82,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,-9,45,-1,1,2,2,2
60001786-02,75,5,-1,2,2,2,2,1,2,2,1,5,-1,1,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,75,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-9,10,-1,2,2,1,2
60001790-01,34,1,-1,1,2,2,2,2,2,2,1,5,-1,6,6,2,2009,2,1,2,2,2,2,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,-1,1,1,1,1,34,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,-1,1,1,2,2,2
60001792-01,46,1,-1,1,2,2,2,2,2,2,1,5,-1,1,3,1,-1,1,-9,-9,-9,-9,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,3,3,1,46,-9,2,44,-9,2,18,-9,-1,-1,-1,-1,-1,-1,0,1,1,1,9,15,-1,1,2,2,2
60001801-01,69,1,-1,1,2,2,2,2,2,2,1,3,3,1,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,3,3,1,69,3,2,70,9,2,97,4,-1,-1,-1,-1,-1,-1,0,1,1,2,6,20,-1,1,2,2,2
60001807-01,51,2,-1,2,1,2,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,51,8,1,49,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,1,2,25,-1,2,2,1,2
60001813-01,52,1,-1,1,2,2,2,2,2,2,1,5,-1,1,2,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,4,4,1,52,2,2,52,4,2,21,4,1,19,11,-1,-1,-1,0,1,1,1,9,-1,1,1,2,2,2
60001816-01,77,5,-1,2,2,2,2,1,2,2,1,4,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,7,20,-1,1,2,2,2
60001818-02,68,5,-1,2,2,2,2,1,2,2,1,-9,1,3,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,68,11,2,62,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,1,1,1,4,10,-1,1,2,2,2
60001819-03,78,5,-1,2,2,2,2,1,2,2,1,5,-2,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,78,6,2,76,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,30,-1,1,2,2,2
